City,State,Confirmed,Deaths,Recovered,Active
Madison,Idaho,8,0,0,8
Madison,Illinois,157,5,0,152
Madison,Indiana,305,28,0,277
Madison,Iowa,3,1,0,2
Madison,Kentucky,21,1,0,20
Madison,Louisiana,4,0,0,4
Madison,Mississippi,123,3,0,120
Madison,Missouri,1,0,0,1
Madison,Montana,8,1,0,7
Madison,Nebraska,7,2,0,5
Madison,New York,117,3,0,114
Madison,Ohio,27,3,0,24
Madison,Tennessee,73,0,0,73
Madison,Texas,1,0,0,1
Madison,Virginia,8,0,0,8
Mahaska,Iowa,7,0,0,7
Mahnomen,Minnesota,1,0,0,1
Mahoning,Ohio,547,44,0,503
Major,Oklahoma,2,1,0,1
Malheur,Oregon,5,0,0,5
Manassas,Virginia,72,0,0,72
Manassas Park,Virginia,21,0,0,21
Manatee,Florida,326,29,0,297
Manistee,Michigan,11,0,0,11
Manitowoc,Wisconsin,5,0,0,5
Marathon,Wisconsin,16,1,0,15
Marengo,Alabama,24,1,0,23
Maricopa,Arizona,2404,69,0,2335
Maries,Missouri,2,0,0,2
Marin,California,187,10,0,177
Marinette,Wisconsin,4,1,0,3
Marion,Alabama,61,4,0,57
Marion,Arkansas,1,0,0,1
Marion,Florida,116,3,0,113
Marion,Georgia,24,1,0,23
Marion,Illinois,17,0,0,17
Marion,Indiana,3518,182,0,3336
Marion,Iowa,3,0,0,3
Marion,Kansas,5,0,0,5
Marion,Kentucky,13,0,0,13
Marion,Mississippi,38,0,0,38
Marion,Ohio,428,1,0,427
Marion,Oregon,317,12,0,305
Marion,South Carolina,14,1,0,13
Marion,Tennessee,27,1,0,26
Marion,Texas,3,0,0,3
Marion,West Virginia,42,1,0,41
Marlboro,South Carolina,25,0,0,25
Marquette,Michigan,29,5,0,24
Marquette,Wisconsin,3,0,0,3
Marshall,Alabama,122,4,0,118
Marshall,Illinois,2,0,0,2
Marshall,Indiana,22,0,0,22
Marshall,Iowa,75,0,0,75
Marshall,Kentucky,12,0,0,12
Marshall,Mississippi,37,2,0,35
Marshall,Oklahoma,1,0,0,1
Marshall,South Dakota,1,0,0,1
Marshall,Tennessee,12,1,0,11
Marshall,West Virginia,8,0,0,8
Martin,Florida,147,4,0,143
Martin,Indiana,5,0,0,5
Martin,Kentucky,2,0,0,2
Martin,Minnesota,39,4,0,35
Martin,North Carolina,8,0,0,8
Martin,Texas,2,0,0,2
Martinsville,Virginia,0,0,0,0
Mason,Illinois,4,0,0,4
Mason,Kentucky,6,0,0,6
Mason,Michigan,4,0,0,4
Mason,Texas,1,0,0,1
Mason,Washington,21,0,0,21
Mason,West Virginia,10,0,0,10
Massac,Illinois,4,0,0,4
Matagorda,Texas,51,3,0,48
Matanuska-Susitna,Alaska,15,0,0,15
Mathews,Virginia,3,0,0,3
Maui,Hawaii,95,3,0,92
Maury,Tennessee,33,0,0,33
Maverick,Texas,12,0,0,12
Mayes,Oklahoma,19,3,0,16
McClain,Oklahoma,20,0,0,20
McCook,South Dakota,3,1,0,2
McCormick,South Carolina,5,1,0,4
McCracken,Kentucky,27,2,0,25
McCreary,Kentucky,9,0,0,9
McCulloch,Texas,3,0,0,3
McCurtain,Oklahoma,7,0,0,7
McDonald,Missouri,4,0,0,4
McDonough,Illinois,3,0,0,3
McDowell,North Carolina,20,0,0,20
McDowell,West Virginia,6,0,0,6
McDuffie,Georgia,35,2,0,33
McHenry,Illinois,306,13,0,293
McHenry,North Dakota,1,1,0,0
McIntosh,Georgia,4,0,0,4
McIntosh,North Dakota,1,0,0,1
McIntosh,Oklahoma,2,0,0,2
McKean,Pennsylvania,4,0,0,4
McKenzie,North Dakota,10,0,0,10
McKinley,New Mexico,265,4,0,261
McLean,Illinois,83,3,0,80
McLean,Kentucky,7,1,0,6
McLean,North Dakota,3,0,0,3
McLennan,Texas,76,4,0,72
McLeod,Minnesota,2,0,0,2
McMinn,Tennessee,6,0,0,6
McNairy,Tennessee,9,0,0,9
McPherson,Kansas,15,0,0,15
Meade,Kentucky,2,1,0,1
Meade,South Dakota,1,0,0,1
Meagher,Montana,1,0,0,1
Mecklenburg,North Carolina,1136,24,0,1112
Mecklenburg,Virginia,62,0,0,62
Mecosta,Michigan,12,1,0,11
Medina,Ohio,130,10,0,120
Medina,Texas,15,2,0,13
Meeker,Minnesota,3,0,0,3
Meigs,Ohio,2,0,0,2
Meigs,Tennessee,3,0,0,3
Menard,Illinois,2,0,0,2
Mendocino,California,4,0,0,4
Menifee,Kentucky,3,0,0,3
Menominee,Michigan,1,0,0,1
Menominee,Wisconsin,1,0,0,1
Merced,California,82,3,0,79
Mercer,Illinois,4,0,0,4
Mercer,Kentucky,9,0,0,9
Mercer,New Jersey,2123,101,0,2022
Mercer,North Dakota,0,0,0,0
Mercer,Ohio,13,1,0,12
Mercer,Pennsylvania,56,1,0,55
Mercer,West Virginia,8,0,0,8
Meriwether,Georgia,39,0,0,39
Merrick,Nebraska,5,0,0,5
Merrimack,New Hampshire,88,0,0,88
Mesa,Colorado,34,0,0,34
Miami,Indiana,21,0,0,21
Miami,Kansas,4,0,0,4
Miami,Ohio,129,22,0,107
Miami-Dade,Florida,8824,195,0,8629
Michigan Department of Corrections (MDOC),Michigan,514,15,0,499
Middlesex,Connecticut,422,32,0,390
Middlesex,Massachusetts,7744,258,0,7486
Middlesex,New Jersey,7308,309,0,6999
Middlesex,Virginia,3,0,0,3
Midland,Michigan,42,1,0,41
Midland,Texas,41,2,0,39
Mifflin,Pennsylvania,17,0,0,17
Milam,Texas,9,0,0,9
Mille Lacs,Minnesota,1,0,0,1
Miller,Arkansas,29,0,0,29
Miller,Georgia,20,0,0,20
Miller,Missouri,1,0,0,1
Mills,Iowa,2,0,0,2
Milwaukee,Wisconsin,2013,120,0,1893
Miner,South Dakota,1,0,0,1
Mineral,Colorado,2,0,0,2
Mineral,West Virginia,8,0,0,8
Mingo,West Virginia,2,0,0,2
Minidoka,Idaho,9,0,0,9
Minnehaha,South Dakota,1157,3,0,1154
Missaukee,Michigan,3,1,0,2
Mississippi,Arkansas,8,0,0,8
Missoula,Montana,34,1,0,33
Mitchell,Georgia,203,22,0,181
Mitchell,Iowa,2,0,0,2
Mitchell,Kansas,2,0,0,2
Mitchell,North Carolina,5,0,0,5
Mitchell,Texas,1,0,0,1
Mobile,Alabama,621,24,0,597
Moffat,Colorado,3,0,0,3
Mohave,Arizona,51,0,0,51
Moniteau,Missouri,19,0,0,19
Monmouth,New Jersey,4414,206,0,4208
Mono,California,23,1,0,22
Monona,Iowa,6,0,0,6
Monongalia,West Virginia,83,2,0,81
Monroe,Alabama,7,1,0,6
Monroe,Arkansas,2,0,0,2
Monroe,Florida,68,3,0,65
Monroe,Georgia,15,1,0,14
Monroe,Illinois,52,6,0,46
Monroe,Indiana,108,3,0,105
Monroe,Kentucky,3,0,0,3
Monroe,Michigan,223,10,0,213
Monroe,Mississippi,58,3,0,55
Monroe,New York,975,62,0,913
Monroe,Ohio,2,0,0,2
Monroe,Pennsylvania,929,29,0,900
Monroe,Tennessee,9,1,0,8
Monroe,West Virginia,2,0,0,2
Monroe,Wisconsin,13,0,0,13
Montague,Texas,5,0,0,5
Montcalm,Michigan,24,1,0,23
Monterey,California,119,3,0,116
Montezuma,Colorado,13,2,0,11
Montgomery,Alabama,207,5,0,202
Montgomery,Georgia,2,0,0,2
Montgomery,Illinois,11,1,0,10
Montgomery,Indiana,25,0,0,25
Montgomery,Iowa,1,0,0,1
Montgomery,Kansas,12,2,0,10
Montgomery,Kentucky,9,0,0,9
Montgomery,Maryland,2280,63,0,2217
Montgomery,Mississippi,15,1,0,14
Montgomery,Missouri,7,0,0,7
Montgomery,New York,33,1,0,32
Montgomery,North Carolina,17,1,0,16
Montgomery,Ohio,222,8,0,214
Montgomery,Pennsylvania,2684,97,0,2587
Montgomery,Tennessee,102,2,0,100
Montgomery,Texas,370,7,0,363
Montgomery,Virginia,40,0,0,40
Montmorency,Michigan,3,0,0,3
Montour,Pennsylvania,48,0,0,48
Montrose,Colorado,69,7,0,62
Moody,South Dakota,1,0,0,1
Moore,North Carolina,89,4,0,85
Moore,Tennessee,1,0,0,1
Moore,Texas,75,0,0,75
Morehouse,Louisiana,34,2,0,32
Morgan,Alabama,46,0,0,46
Morgan,Colorado,122,0,0,122
Morgan,Georgia,19,0,0,19
Morgan,Illinois,12,1,0,11
Morgan,Indiana,111,3,0,108
Morgan,Kentucky,1,0,0,1
Morgan,Missouri,2,0,0,2
Morgan,Ohio,3,0,0,3
Morgan,Tennessee,5,0,0,5
Morgan,West Virginia,8,0,0,8
Morrill,Nebraska,1,0,0,1
Morris,Kansas,2,0,0,2
Morris,New Jersey,3822,232,0,3590
Morris,Texas,4,0,0,4
Morrow,Ohio,16,0,0,16
Morrow,Oregon,5,0,0,5
Morton,Kansas,2,0,0,2
Morton,North Dakota,21,2,0,19
Motley,Texas,1,0,0,1
Moultrie,Illinois,2,0,0,2
Mountrail,North Dakota,29,0,0,29
Mower,Minnesota,25,0,0,25
Muhlenberg,Kentucky,54,2,0,52
Multnomah,Oregon,467,28,0,439
Murray,Georgia,18,0,0,18
Murray,Minnesota,2,0,0,2
Muscatine,Iowa,163,2,0,161
Muscogee,Georgia,207,4,0,203
Muskegon,Michigan,128,5,0,123
Muskingum,Ohio,8,0,0,8
Muskogee,Oklahoma,25,3,0,22
Musselshell,Montana,1,0,0,1
Nacogdoches,Texas,75,6,0,69
Nance,Nebraska,1,0,0,1
Napa,California,44,2,0,42
Nash,North Carolina,52,1,0,51
Nassau,Florida,42,0,0,42
Nassau,New York,28539,1109,0,27430
Natchitoches,Louisiana,50,1,0,49
Natrona,Wyoming,38,0,0,38
Navajo,Arizona,435,1,0,434
Navarro,Texas,20,2,0,18
Nelson,Kentucky,13,0,0,13
Nelson,Virginia,5,0,0,5
Nemaha,Nebraska,1,0,0,1
Neosho,Kansas,2,0,0,2
Neshoba,Mississippi,46,1,0,45
Nevada,Arkansas,1,0,0,1
Nevada,California,34,1,0,33
New Castle,Delaware,1100,30,0,1070
New Hanover,North Carolina,68,1,0,67
New Haven,Connecticut,4520,229,0,4291
New Kent,Virginia,17,0,0,17
New London,Connecticut,292,10,0,282
New Madrid,Missouri,8,0,0,8
New York City,New York,127352,13202,0,114150
Newaygo,Michigan,7,0,0,7
Newberry,South Carolina,23,1,0,22
Newport,Rhode Island,103,0,0,103
Newport News,Virginia,100,1,0,99
Newton,Arkansas,2,0,0,2
Newton,Georgia,121,3,0,118
Newton,Indiana,29,4,0,25
Newton,Mississippi,19,0,0,19
Newton,Missouri,9,0,0,9
Newton,Texas,2,0,0,2
Nez Perce,Idaho,29,10,0,19
Niagara,New York,227,9,0,218
Nicholas,Kentucky,1,0,0,1
Nicholas,West Virginia,3,0,0,3
Nicollet,Minnesota,7,2,0,5
Niobrara,Wyoming,1,0,0,1
Noble,Indiana,29,1,0,28
Noble,Ohio,3,0,0,3
Noble,Oklahoma,6,0,0,6
Nobles,Minnesota,12,0,0,12
Nodaway,Missouri,3,0,0,3
Nome,Alaska,1,0,0,1
Norfolk,Massachusetts,3499,173,0,3326
Norfolk,Virginia,108,2,0,106
Norman,Minnesota,2,0,0,2
Northampton,North Carolina,70,1,0,69
Northampton,Pennsylvania,1335,27,0,1308
Northampton,Virginia,5,0,0,5
Northumberland,Pennsylvania,60,0,0,60
Northumberland,Virginia,5,0,0,5
Norton,Virginia,0,0,0,0
Nottoway,Virginia,5,0,0,5
Nowata,Oklahoma,11,0,0,11
Noxubee,Mississippi,20,0,0,20
Nueces,Texas,87,0,0,87
Nye,Nevada,21,0,0,21
O'Brien,Iowa,3,0,0,3
Oakland,Michigan,5901,442,0,5459
Obion,Tennessee,8,1,0,7
Ocean,New Jersey,4424,201,0,4223
Oceana,Michigan,4,1,0,3
Oconee,Georgia,48,0,0,48
Oconee,South Carolina,14,0,0,14
Oconto,Wisconsin,4,0,0,4
Ogemaw,Michigan,5,0,0,5
Oglala Lakota,South Dakota,1,0,0,1
Ogle,Illinois,40,1,0,39
Oglethorpe,Georgia,32,1,0,31
Ohio,Indiana,1,0,0,1
Ohio,Kentucky,9,0,0,9
Ohio,West Virginia,22,0,0,22
Okaloosa,Florida,124,1,0,123
Okanogan,Washington,15,0,0,15
Okeechobee,Florida,5,0,0,5
Okfuskee,Oklahoma,1,0,0,1
Oklahoma,Oklahoma,497,22,0,475
Okmulgee,Oklahoma,14,0,0,14
Oktibbeha,Mississippi,42,2,0,40
Oldham,Kentucky,23,0,0,23
Oldham,Texas,3,1,0,2
Oliver,North Dakota,1,0,0,1
Olmsted,Minnesota,174,2,0,172
Oneida,New York,261,6,0,255
Oneida,Wisconsin,6,0,0,6
Onondaga,New York,598,17,0,581
Onslow,North Carolina,37,1,0,36
Ontario,New York,67,0,0,67
Ontonagon,Michigan,0,0,0,0
Orange,California,1501,28,0,1473
Orange,Florida,1158,23,0,1135
Orange,Indiana,24,4,0,20
Orange,New York,6514,204,0,6310
Orange,North Carolina,175,3,0,172
Orange,Texas,50,0,0,50
Orange,Vermont,5,0,0,5
Orange,Virginia,19,0,0,19
Orangeburg,South Carolina,41,0,0,41
Oregon,Missouri,1,0,0,1
Orleans,Louisiana,5906,317,0,5589
Orleans,New York,34,1,0,33
Orleans,Vermont,8,0,0,8
Osage,Kansas,4,0,0,4
Osage,Missouri,4,0,0,4
Osage,Oklahoma,61,8,0,53
Osborne,Kansas,2,0,0,2
Osceola,Florida,392,5,0,387
Osceola,Iowa,2,0,0,2
Osceola,Michigan,6,0,0,6
Oscoda,Michigan,4,0,0,4
Oswego,New York,45,2,0,43
Otero,Colorado,5,0,0,5
Otero,New Mexico,3,0,0,3
Otoe,Nebraska,1,0,0,1
Otsego,Michigan,45,3,0,42
Otsego,New York,44,3,0,41
Ottawa,Kansas,3,0,0,3
Ottawa,Michigan,88,5,0,83
Ottawa,Ohio,21,0,0,21
Ottawa,Oklahoma,24,0,0,24
Otter Tail,Minnesota,4,0,0,4
Ouachita,Arkansas,5,0,0,5
Ouachita,Louisiana,470,11,0,459
Ouray,Colorado,4,1,0,3
Out of GA,Georgia,780,7,0,773
Out of HI,Hawaii,6,0,0,6
Out of MI,Michigan,71,2,0,69
Out of OK,Oklahoma,0,0,0,0
Out of TN,Tennessee,250,1,0,249
Outagamie,Wisconsin,31,2,0,29
Overton,Tennessee,7,0,0,7
Owen,Indiana,21,1,0,20
Owsley,Kentucky,2,0,0,2
Owyhee,Idaho,4,0,0,4
Oxford,Maine,13,0,0,13
Ozaukee,Wisconsin,78,9,0,69
Pacific,Washington,1,0,0,1
Page,Iowa,3,0,0,3
Page,Virginia,10,0,0,10
Palm Beach,Florida,2088,115,0,1973
Palo Pinto,Texas,7,1,0,6
Pamlico,North Carolina,6,0,0,6
Panola,Mississippi,27,2,0,25
Panola,Texas,36,3,0,33
Park,Colorado,6,0,0,6
Park,Montana,7,0,0,7
Park,Wyoming,1,0,0,1
Parke,Indiana,8,0,0,8
Parker,Texas,20,0,0,20
Pasco,Florida,193,3,0,190
Pasquotank,North Carolina,20,0,0,20
Passaic,New Jersey,7604,221,0,7383
Patrick,Virginia,0,0,0,0
Paulding,Georgia,132,5,0,127
Paulding,Ohio,5,0,0,5
Pawnee,Oklahoma,28,2,0,26
Payette,Idaho,10,1,0,9
Payne,Oklahoma,34,0,0,34
Peach,Georgia,31,2,0,29
Pearl River,Mississippi,115,8,0,107
Pecos,Texas,5,0,0,5
Pemiscot,Missouri,11,0,0,11
Pend Oreille,Washington,2,0,0,2
Pender,North Carolina,5,0,0,5
Pendleton,Kentucky,5,0,0,5
Pendleton,West Virginia,2,0,0,2
Pennington,South Dakota,10,1,0,9
Penobscot,Maine,40,0,0,40
Peoria,Illinois,34,1,0,33
Pepin,Wisconsin,0,0,0,0
Perquimans,North Carolina,8,0,0,8
Perry,Alabama,9,0,0,9
Perry,Arkansas,3,0,0,3
Perry,Illinois,1,0,0,1
Perry,Indiana,4,0,0,4
Perry,Kentucky,4,0,0,4
Perry,Mississippi,21,1,0,20
Perry,Missouri,41,0,0,41
Perry,Ohio,8,0,0,8
Perry,Pennsylvania,18,1,0,17
Perry,Tennessee,6,0,0,6
Person,North Carolina,15,0,0,15
Petersburg,Alaska,2,0,0,2
Petersburg,Virginia,21,0,0,21
Pettis,Missouri,10,0,0,10
Phelps,Missouri,1,0,0,1
Phelps,Nebraska,1,0,0,1
Philadelphia,Pennsylvania,8563,298,0,8265
Phillips,Arkansas,4,1,0,3
Phillips,Colorado,4,0,0,4
Phillips,Kansas,1,0,0,1
Piatt,Illinois,7,0,0,7
Pickaway,Ohio,253,4,0,249
Pickens,Alabama,32,0,0,32
Pickens,Georgia,15,2,0,13
Pickens,South Carolina,36,0,0,36
Pierce,Georgia,49,2,0,47
Pierce,Nebraska,1,0,0,1
Pierce,North Dakota,2,0,0,2
Pierce,Washington,1086,28,0,1058
Pierce,Wisconsin,7,0,0,7
Pike,Alabama,29,0,0,29
Pike,Arkansas,2,0,0,2
Pike,Georgia,29,1,0,28
Pike,Illinois,1,0,0,1
Pike,Indiana,1,0,0,1
Pike,Kentucky,6,1,0,5
Pike,Mississippi,93,2,0,91
Pike,Missouri,6,0,0,6
Pike,Ohio,1,0,0,1
Pike,Pennsylvania,290,8,0,282
Pima,Arizona,819,29,0,790
Pinal,Arizona,212,0,0,212
Pine,Minnesota,9,0,0,9
Pinellas,Florida,565,16,0,549
Pipestone,Minnesota,1,0,0,1
Pitkin,Colorado,51,2,0,49
Pitt,North Carolina,85,1,0,84
Pittsburg,Oklahoma,14,1,0,13
Pittsylvania,Virginia,6,0,0,6
Placer,California,130,8,0,122
Plaquemines,Louisiana,152,11,0,141
Platte,Missouri,27,0,0,27
Platte,Nebraska,6,0,0,6
Platte,Wyoming,0,0,0,0
Pleasants,West Virginia,1,0,0,1
Plumas,California,4,0,0,4
Plymouth,Iowa,6,0,0,6
Plymouth,Massachusetts,2577,93,0,2484
Poinsett,Arkansas,10,0,0,10
Pointe Coupee,Louisiana,62,5,0,57
Polk,Arkansas,7,0,0,7
Polk,Florida,316,12,0,304
Polk,Georgia,29,0,0,29
Polk,Iowa,277,10,0,267
Polk,Minnesota,2,0,0,2
Polk,Missouri,1,0,0,1
Polk,Nebraska,4,0,0,4
Polk,North Carolina,9,0,0,9
Polk,Oregon,31,1,0,30
Polk,Tennessee,5,0,0,5
Polk,Texas,14,0,0,14
Polk,Wisconsin,4,0,0,4
Pondera,Montana,1,0,0,1
Pontotoc,Mississippi,17,2,0,15
Pontotoc,Oklahoma,10,1,0,9
Pope,Arkansas,33,0,0,33
Poquoson,Virginia,6,0,0,6
Portage,Ohio,166,24,0,142
Portage,Wisconsin,4,0,0,4
Porter,Indiana,155,2,0,153
Portsmouth,Virginia,63,4,0,59
Posey,Indiana,6,0,0,6
Pottawatomie,Kansas,5,0,0,5
Pottawatomie,Oklahoma,32,3,0,29
Pottawattamie,Iowa,18,1,0,17
Potter,Pennsylvania,4,0,0,4
Potter,Texas,101,2,0,99
Powell,Kentucky,1,0,0,1
Power,Idaho,2,0,0,2
Poweshiek,Iowa,7,1,0,6
Powhatan,Virginia,7,0,0,7
Prairie,Arkansas,2,0,0,2
Pratt,Kansas,1,0,0,1
Preble,Ohio,21,1,0,20
Prentiss,Mississippi,16,0,0,16
Presque Isle,Michigan,2,0,0,2
Preston,West Virginia,6,0,0,6
Price,Wisconsin,1,0,0,1
Prince Edward,Virginia,17,0,0,17
Prince George,Virginia,28,0,0,28
Prince George's,Maryland,2966,77,0,2889
Prince William,Virginia,644,1,0,643
Prince of Wales-Hyder,Alaska,2,0,0,2
Providence,Rhode Island,2703,3,0,2700
Prowers,Colorado,1,0,0,1
Pueblo,Colorado,72,5,0,67
Pulaski,Arkansas,360,11,0,349
Pulaski,Georgia,16,1,0,15
Pulaski,Illinois,5,0,0,5
Pulaski,Indiana,1,0,0,1
Pulaski,Kentucky,34,2,0,32
Pulaski,Missouri,25,1,0,24
Pulaski,Virginia,8,0,0,8
Putnam,Florida,52,1,0,51
Putnam,Georgia,14,0,0,14
Putnam,Indiana,47,4,0,43
Putnam,New York,732,7,0,725
Putnam,Ohio,13,0,0,13
Putnam,Tennessee,93,2,0,91
Putnam,West Virginia,14,0,0,14
Quay,New Mexico,1,0,0,1
Queen Anne's,Maryland,19,1,0,18
Quitman,Georgia,3,1,0,2
Quitman,Mississippi,13,0,0,13
Rabun,Georgia,7,0,0,7
Racine,Wisconsin,157,8,0,149
Radford,Virginia,1,0,0,1
Rains,Texas,2,0,0,2
Raleigh,West Virginia,7,0,0,7
Ralls,Missouri,1,0,0,1
Ramsey,Minnesota,178,9,0,169
Ramsey,North Dakota,3,0,0,3
Randall,Texas,93,2,0,91
Randolph,Alabama,51,4,0,47
Randolph,Arkansas,10,0,0,10
Randolph,Georgia,139,12,0,127
Randolph,Illinois,48,1,0,47
Randolph,Indiana,10,1,0,9
Randolph,Missouri,8,0,0,8
Randolph,North Carolina,67,2,0,65
Randolph,West Virginia,4,0,0,4
Rankin,Mississippi,128,2,0,126
Rapides,Louisiana,196,7,0,189
Rappahannock,Virginia,1,0,0,1
Ravalli,Montana,5,0,0,5
Ray,Missouri,7,0,0,7
Red Lake,Minnesota,1,0,0,1
Red River,Louisiana,18,3,0,15
Red River,Texas,1,0,0,1
Redwood,Minnesota,1,0,0,1
Reeves,Texas,2,0,0,2
Reno,Kansas,14,0,0,14
Rensselaer,New York,150,6,0,144
Renville,Minnesota,3,0,0,3
Republic,Kansas,4,0,0,4
Reynolds,Missouri,2,0,0,2
Rhea,Tennessee,0,0,0,0
Rice,Minnesota,6,1,0,5
Richland,Illinois,2,0,0,2
Richland,Louisiana,27,0,0,27
Richland,Montana,3,0,0,3
Richland,North Dakota,4,0,0,4
Richland,Ohio,50,1,0,49
Richland,South Carolina,612,14,0,598
Richland,Wisconsin,8,1,0,7
Richmond,Georgia,238,10,0,228
Richmond,North Carolina,17,2,0,15
Richmond,Virginia,8,0,0,8
Richmond City,Virginia,201,10,0,191
Riley,Kansas,27,0,0,27
Rio Arriba,New Mexico,10,0,0,10
Rio Blanco,Colorado,1,0,0,1
Rio Grande,Colorado,7,0,0,7
Ripley,Indiana,77,3,0,74
Ripley,Missouri,3,0,0,3
Riverside,California,2457,69,0,2388
Roane,Tennessee,7,0,0,7
Roane,West Virginia,2,0,0,2
Roanoke,Virginia,20,0,0,20
Roanoke City,Virginia,24,0,0,24
Roberts,South Dakota,4,0,0,4
Roberts,Texas,1,0,0,1
Robertson,Tennessee,95,0,0,95
Robertson,Texas,2,0,0,2
Robeson,North Carolina,20,0,0,20
Rock,Minnesota,3,0,0,3
Rock,Wisconsin,63,4,0,59
Rock Island,Illinois,167,4,0,163
Rockbridge,Virginia,5,0,0,5
Rockcastle,Kentucky,11,0,0,11
Rockdale,Georgia,116,6,0,110
Rockingham,New Hampshire,449,1,0,448
Rockingham,North Carolina,16,2,0,14
Rockingham,Virginia,83,0,0,83
Rockland,New York,8987,319,0,8668
Rockwall,Texas,39,0,0,39
Rogers,Oklahoma,30,2,0,28
Rolette,North Dakota,1,0,0,1
Rooks,Kansas,3,0,0,3
Roosevelt,Montana,6,0,0,6
Roosevelt,New Mexico,1,0,0,1
Roscommon,Michigan,9,0,0,9
Roseau,Minnesota,1,0,0,1
Ross,Ohio,28,0,0,28
Routt,Colorado,43,1,0,42
Rowan,Kentucky,2,0,0,2
Rowan,North Carolina,231,12,0,219
Rush,Indiana,20,1,0,19
Rusk,Texas,27,1,0,26
Rusk,Wisconsin,3,0,0,3
Russell,Alabama,35,0,0,35
Russell,Kentucky,11,2,0,9
Russell,Virginia,2,0,0,2
Rutherford,North Carolina,59,2,0,57
Rutherford,Tennessee,271,6,0,265
Rutland,Vermont,41,1,0,40
Sabine,Louisiana,13,0,0,13
Sabine,Texas,1,0,0,1
Sacramento,California,896,32,0,864
Sagadahoc,Maine,15,0,0,15
Saginaw,Michigan,369,24,0,345
Saguache,Colorado,3,0,0,3
Salem,New Jersey,102,4,0,98
Salem,Virginia,6,0,0,6
Saline,Arkansas,37,1,0,36
Saline,Illinois,3,0,0,3
Saline,Kansas,15,2,0,13
Saline,Missouri,53,0,0,53
Saline,Nebraska,3,0,0,3
Salt Lake,Utah,1456,12,0,1444
Saluda,South Carolina,9,0,0,9
Sampson,North Carolina,18,0,0,18
San Augustine,Texas,14,1,0,13
San Benito,California,44,2,0,42
San Bernardino,California,1032,47,0,985
San Diego,California,2087,63,0,2024
San Francisco,California,1058,20,0,1038
San Jacinto,Texas,10,0,0,10
San Joaquin,California,371,17,0,354
San Juan,New Mexico,229,13,0,216
San Juan,Utah,17,2,0,15
San Juan,Washington,13,0,0,13
San Luis Obispo,California,127,1,0,126
San Mateo,California,797,28,0,769
San Miguel,Colorado,12,0,0,12
San Miguel,New Mexico,2,0,0,2
San Patricio,Texas,8,0,0,8
Sanborn,South Dakota,3,0,0,3
Sandoval,New Mexico,293,5,0,288
Sandusky,Ohio,16,2,0,14
Sangamon,Illinois,58,3,0,55
Sanilac,Michigan,27,3,0,24
Santa Barbara,California,354,3,0,351
Santa Clara,California,1870,73,0,1797
Santa Cruz,Arizona,14,0,0,14
Santa Cruz,California,98,2,0,96
Santa Fe,New Mexico,79,0,0,79
Santa Rosa,Florida,130,6,0,124
Sarasota,Florida,274,22,0,252
Saratoga,New York,236,4,0,232
Sargent,North Dakota,1,0,0,1
Sarpy,Nebraska,47,0,0,47
Sauk,Wisconsin,31,3,0,28
Saunders,Nebraska,6,0,0,6
Sawyer,Wisconsin,2,0,0,2
Schenectady,New York,295,8,0,287
Schley,Georgia,15,1,0,14
Schoharie,New York,20,0,0,20
Schoolcraft,Michigan,3,0,0,3
Schuyler,Illinois,1,0,0,1
Schuyler,New York,8,0,0,8
Schuylkill,Pennsylvania,244,4,0,240
Scioto,Ohio,5,0,0,5
Scotland,Missouri,4,0,0,4
Scotland,North Carolina,11,0,0,11
Scott,Arkansas,1,0,0,1
Scott,Indiana,20,2,0,18
Scott,Iowa,155,3,0,152
Scott,Kansas,1,0,0,1
Scott,Kentucky,22,0,0,22
Scott,Minnesota,23,1,0,22
Scott,Mississippi,96,0,0,96
Scott,Missouri,42,0,0,42
Scott,Tennessee,11,0,0,11
Scott,Virginia,3,0,0,3
Scotts Bluff,Nebraska,17,0,0,17
Screven,Georgia,11,1,0,10
Scurry,Texas,2,0,0,2
Searcy,Arkansas,6,0,0,6
Sebastian,Arkansas,11,0,0,11
Sedgwick,Kansas,231,3,0,228
Seminole,Florida,313,4,0,309
Seminole,Georgia,19,2,0,17
Seminole,Oklahoma,7,1,0,6
Seneca,New York,18,0,0,18
Seneca,Ohio,11,1,0,10
Sequatchie,Tennessee,3,0,0,3
Sequoyah,Oklahoma,10,2,0,8
Sevier,Arkansas,8,0,0,8
Sevier,Tennessee,22,0,0,22
Seward,Kansas,24,0,0,24
Seward,Nebraska,1,0,0,1
Sharkey,Mississippi,3,0,0,3
Sharp,Arkansas,2,0,0,2
Shasta,California,26,3,0,23
Shawano,Wisconsin,6,0,0,6
Shawnee,Kansas,90,5,0,85
Sheboygan,Wisconsin,38,2,0,36
Shelby,Alabama,248,8,0,240
Shelby,Illinois,4,0,0,4
Shelby,Indiana,97,4,0,93
Shelby,Iowa,9,0,0,9
Shelby,Kentucky,22,2,0,20
Shelby,Missouri,1,0,0,1
Shelby,Ohio,28,0,0,28
Shelby,Tennessee,1492,33,0,1459
Shelby,Texas,53,0,0,53
Shenandoah,Virginia,33,0,0,33
Sherburne,Minnesota,12,0,0,12
Sheridan,Wyoming,12,0,0,12
Sherman,Kansas,1,0,0,1
Sherman,Oregon,1,0,0,1
Sherman,Texas,6,0,0,6
Shiawassee,Michigan,86,2,0,84
Sibley,Minnesota,1,0,0,1
